network_index,network_name,title,description,networkDomain,subDomain,sourceUrl,number_nodes,number_edges
369.0,P_pacificus_nematode_2013_Worm_p_pacificus_neural_synaptic_2,P. pacificus nematode (2013),"Network of pharyngeal nervous system neurons and their synaptic connectivity for Pristionchus pacificus, reconstructed via serial transmission electron microscopy. Edges are synaptic connections, making the network a multigraph\n      \n",Biological,Connectome,http://dx.doi.org/10.1016/j.cell.2012.12.013,50.0,141.0
370.0,Parsnip_and_McGregor_host-parasite_webs_McGregor_River,Parsnip and McGregor host-parasite webs,"Two networks of parasites and their host species, from Canadian freshwater systems. Includes all observed species of internal and external metazoan parasites. Edge weights represent both the prevalence of a parasite and the intensity of the infection\n      \n",Biological,Food web,http://www.nrcresearchpress.com/doi/abs/10.1139/f83-194,65.0,114.0
371.0,Parsnip_and_McGregor_host-parasite_webs_Parsnip_River,Parsnip and McGregor host-parasite webs,"Two networks of parasites and their host species, from Canadian freshwater systems. Includes all observed species of internal and external metazoan parasites. Edge weights represent both the prevalence of a parasite and the intensity of the infection\n      \n",Biological,Food web,http://www.nrcresearchpress.com/doi/abs/10.1139/f83-194,70.0,158.0
372.0,Political_books_network_2004_Krebs_political_books,Political books network (2004),"A network of books about U.S. politics published close to the 2004 U.S. presidential election, and sold by Amazon.com. Edges between books represent frequent copurchasing of those books by the same buyers. The network was compiled by V. Krebs and is unpublished",Informational,Relatedness,http://www.orgnet.com/,105.0,441.0
373.0,Poulin_seed-disperser_web_Poulin_seed-disperser_web,Poulin seed-disperser web,"A bipartite network of birds and plants, from Barro Colorado Island and Soberania National Park in Central Panama in 1999. Edge weights represent the number of fruits taken by the bird species from the plant",Biological,Food web,http://www.stri.si.edu/sites/publications/PDFs/1999_JTE.pdf,24.0,53.0
374.0,Ramirez_Brito_plant-pollinator_web_Ramirez_Brito_plant-pollinator_web,Ramirez & Brito plant-pollinator web,"A bipartite network of plants and pollinators, from the central plains of Guarico State, Venezuela, for three years over 1983-1989",Biological,Food web,http://onlinelibrary.wiley.com/doi/10.1111/j.1095-8339.1992.tb00294.x/abstract,70.0,101.0
375.0,Reguly_yeast_interactome_2006_LC-multiple,Reguly yeast interactome (2006),"Network of protein-protein interactions in Saccharomyces cerevisiae (budding yeast), manually-curated from 31,793 abstracts and online publications in 2005. These data include only interactions identified from two or more studies, and are thus a subset of the 33311 interactions among 3904 proteins originally reported",Biological,Protein interactions,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1561585/,1213.0,2556.0
376.0,Rhesus_brain_2012_Macaque_rhesus_brain_1,Rhesus brain (2012),"Network of interactions among cortical regions in the Rhesus brain, extracted from tract tracing studies collated in the CoCoMac database\n",Biological,Connectome,http://dx.doi.org/10.1371/journal.pone.0046497,242.0,3054.0
377.0,Rhesus_cortex_2014_Macaque_rhesus_cerebral_cortex_1,Rhesus cortex (2014),"Network of interactions (interareal pathways) among cortical regions in the Rhesus brain, extracted using retrograde tracer injections",Biological,Connectome,http://cercor.oxfordjournals.org/content/24/1/17,91.0,1401.0
378.0,Schemske_plant-pollinator_web_Schemske_plant-pollinator_web,Schemske plant-pollinator web,"A bipartite network of plants and pollinators, from Brownfield Woods, near Urbana, Illinois. Edge weights represent the frequency of species interaction\n",Biological,Food web,http://www.jstor.org/stable/1936379,39.0,59.0
379.0,Small_plant-pollinator_web_Small_plant-pollinator_web,Small plant-pollinator web,"A bipartite network of plants and pollinators, from the Mer Bleue peat bog in Ottawa, Canada, in 1973. Edge weights represent the frequency of species interaction",Biological,Food web,https://archive.org/details/cbarchive_53894_insectpollinatorsofthemerbleue1976,47.0,141.0
380.0,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,Smallwood Reservoir host-parasite web,"A network of parasites and their host species, from Canadian freshwater systems. Includes all observed species of internal and external metazoan parasites. Edge weights represent both the prevalence of a parasite and the intensity of the infection\n",Biological,Food web,"https://www.google.com/search?q=V.C.+Chinniah+and+W.+Threlfall%2C+\""Metazoan+parasites+of+fish+from+the+Smallwood+Reservoir%2C+Labrador%2C+Canada.\""+Journal+of+Fish+Biology+13%2C+203-213+(1978)&oq=V.C.+Chinniah+and+W.+Threlfall%2C+\""Metazoan+parasites+of+fish+from+the+Smallwood+Reservoir%2C+Labrador%2C+Canada.\""+Journal+of+Fish+Biology+13%2C+203-213+(1978)",28.0,51.0
381.0,Snow_seed-disperser_web_Snow_seed-disperser_web,Snow seed-disperser web,A bipartite network of birds and plants. Edge weights are species interaction counts,Biological,Food web,https://books.google.com/books?id=AHTtmx4f8y8C,48.0,211.0
382.0,Software_function-callgraphs_2002_AbiWord_v1_0_2,Software function-callgraphs (2002),"Six networks representing static class collaboration graphs in object-oriented systems or static call graphs arising in procedural systems, as parsed out of their source code for open-source software systems from 2002",Technological,Software,http://arxiv.org/abs/cond-mat/0305575,1035.0,1719.0
383.0,Software_function-callgraphs_2002_Digital_Material_4_3_2002,Software function-callgraphs (2002),"Six networks representing static class collaboration graphs in object-oriented systems or static call graphs arising in procedural systems, as parsed out of their source code for open-source software systems from 2002",Technological,Software,http://arxiv.org/abs/cond-mat/0305575,162.0,252.0
384.0,Software_function-callgraphs_2002_VTK_v4_0,Software function-callgraphs (2002),"Six networks representing static class collaboration graphs in object-oriented systems or static call graphs arising in procedural systems, as parsed out of their source code for open-source software systems from 2002",Technological,Software,http://arxiv.org/abs/cond-mat/0305575,771.0,1357.0
385.0,Software_function-callgraphs_2002_XMMS_v1_2_7,Software function-callgraphs (2002),"Six networks representing static class collaboration graphs in object-oriented systems or static call graphs arising in procedural systems, as parsed out of their source code for open-source software systems from 2002",Technological,Software,http://arxiv.org/abs/cond-mat/0305575,971.0,1802.0
386.0,Uetz_screen_yeast_interactome_2000_Uetz-screen,Uetz screen yeast interactome (2000),"Network of protein-protein interactions in Saccharomyces cerevisiae (budding yeast), measured by yeast 2-hybrid experiments in 1999. These data exclude interactions identified from a potentially biased experiment, and are thus a subset of the 957 interactions among 1004 proteins originally reported",Biological,Protein interactions,http://www.ncbi.nlm.nih.gov/pubmed/10688190,263.0,281.0
387.0,US_airport_network_top_500_2002_US_airport_network_top_500_2002,US airport network (top 500; 2002),"Network of flights among the 500 busiest commercial airports in the United States, in 2002. Weights represent the number of seats available on the flights between a pair of airports",Transportation,Airport,http://nwb.cns.iu.edu/papers/2007-colizza-metapop.pdf,500.0,2980.0
388.0,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,Vazquez & Simberloff plant-pollinator webs,"Eight bipartite networks of plants and pollinators, from the Nahuel Huapi National Park and surrounding areas in Rio Negro, Argentina, from September 1999 to Feburary 2000. Edge weights represent the frequency of species interaction, and there is a common set of vertices across all eight webs",Biological,Food web,http://onlinelibrary.wiley.com/doi/10.1046/j.1461-0248.2003.00534.x/abstract,35.0,41.0
389.0,Vazquez_Simberloff_plant-pollinator_webs_Cerro_Lopez,Vazquez & Simberloff plant-pollinator webs,"Eight bipartite networks of plants and pollinators, from the Nahuel Huapi National Park and surrounding areas in Rio Negro, Argentina, from September 1999 to Feburary 2000. Edge weights represent the frequency of species interaction, and there is a common set of vertices across all eight webs",Biological,Food web,http://onlinelibrary.wiley.com/doi/10.1046/j.1461-0248.2003.00534.x/abstract,40.0,44.0
390.0,Vazquez_Simberloff_plant-pollinator_webs_Llao_Llao,Vazquez & Simberloff plant-pollinator webs,"Eight bipartite networks of plants and pollinators, from the Nahuel Huapi National Park and surrounding areas in Rio Negro, Argentina, from September 1999 to Feburary 2000. Edge weights represent the frequency of species interaction, and there is a common set of vertices across all eight webs",Biological,Food web,http://onlinelibrary.wiley.com/doi/10.1046/j.1461-0248.2003.00534.x/abstract,32.0,36.0
392.0,Vazquez_Simberloff_plant-pollinator_webs_Mascardi_nc,Vazquez & Simberloff plant-pollinator webs,"Eight bipartite networks of plants and pollinators, from the Nahuel Huapi National Park and surrounding areas in Rio Negro, Argentina, from September 1999 to Feburary 2000. Edge weights represent the frequency of species interaction, and there is a common set of vertices across all eight webs",Biological,Food web,http://onlinelibrary.wiley.com/doi/10.1046/j.1461-0248.2003.00534.x/abstract,39.0,48.0
393.0,Vazquez_Simberloff_plant-pollinator_webs_Quetrihue_c,Vazquez & Simberloff plant-pollinator webs,"Eight bipartite networks of plants and pollinators, from the Nahuel Huapi National Park and surrounding areas in Rio Negro, Argentina, from September 1999 to Feburary 2000. Edge weights represent the frequency of species interaction, and there is a common set of vertices across all eight webs",Biological,Food web,http://onlinelibrary.wiley.com/doi/10.1046/j.1461-0248.2003.00534.x/abstract,35.0,47.0
395.0,Vazquez_Simberloff_plant-pollinator_webs_Safariland,Vazquez & Simberloff plant-pollinator webs,"Eight bipartite networks of plants and pollinators, from the Nahuel Huapi National Park and surrounding areas in Rio Negro, Argentina, from September 1999 to Feburary 2000. Edge weights represent the frequency of species interaction, and there is a common set of vertices across all eight webs",Biological,Food web,http://onlinelibrary.wiley.com/doi/10.1046/j.1461-0248.2003.00534.x/abstract,31.0,35.0
397.0,Water_Distribution_Network_EXNET,Water Distribution Network,"The data set of water distribution networks of real systems and synthesized benchmarks. Nodes represent a junction of pipes, reservoir or tank. Edges represent pipings, pumps or valves. This data set is hosted by the Center for Water Systems  at the University of Exeter.",Technological,Water Distribution,http://scitation.aip.org/content/aip/journal/chaos/21/1/10.1063/1.3540339,1893.0,2418.0
399.0,Water_Distribution_Network_Richmond,Water Distribution Network,"The data set of water distribution networks of real systems and synthesized benchmarks. Nodes represent a junction of pipes, reservoir or tank. Edges represent pipings, pumps or valves. This data set is hosted by the Center for Water Systems  at the University of Exeter.",Technological,Water Distribution,http://scitation.aip.org/content/aip/journal/chaos/21/1/10.1063/1.3540339,873.0,957.0
400.0,Water_Distribution_Network_Wolf-Cordera_Ranch,Water Distribution Network,"The data set of water distribution networks of real systems and synthesized benchmarks. Nodes represent a junction of pipes, reservoir or tank. Edges represent pipings, pumps or valves. This data set is hosted by the Center for Water Systems  at the University of Exeter.",Technological,Water Distribution,http://scitation.aip.org/content/aip/journal/chaos/21/1/10.1063/1.3540339,1786.0,1992.0
401.0,Word_adjacencies_of_David_Copperfield_Word_adjacencies,Word adjacencies of David Copperfield,"A network of word adjacencies of common adjectives and nouns in the novel \""David Copperfield\"" by Charles Dickens.",Informational,Language,http://arxiv.org/abs/physics/0605087,112.0,425.0
402.0,Yu_yeast_interactomes_2008_CCSB-YI1,Yu yeast interactomes (2008),"Two networks of protein-protein interactions in S. cerevisiae (yeast), one measured by yeast 2-hybrid experiments in 2007 (CCSB-YI1) and one that combines those data with interactions from Uetz et al. (2000) and Ito et al. (2001)",Biological,Protein interactions,http://interactome.dfci.harvard.edu/S_cerevisiae/download/YuSci2008.pdf,964.0,1487.0
403.0,Yu_yeast_interactomes_2008_Y2H-union,Yu yeast interactomes (2008),"Two networks of protein-protein interactions in S. cerevisiae (yeast), one measured by yeast 2-hybrid experiments in 2007 (CCSB-YI1) and one that combines those data with interactions from Uetz et al. (2000) and Ito et al. (2001)",Biological,Protein interactions,http://interactome.dfci.harvard.edu/S_cerevisiae/download/YuSci2008.pdf,1647.0,2518.0
404.0,Zachary_Karate_Club_Zachary_karate_club_77,Zachary Karate Club,"Network of friendships among members of a university karate club. Includes metadata for faction membership after a social partition. Note: there are two versions of this network, one with 77 edges and one with 78, due to an ambiguous typo in the original study.",Social,Offline,http://www1.ind.ku.dk/complexLearning/zachary1977.pdf,34.0,76.0
405.0,Zachary_Karate_Club_Zachary_karate_club_78,Zachary Karate Club,"Network of friendships among members of a university karate club. Includes metadata for faction membership after a social partition. Note: there are two versions of this network, one with 77 edges and one with 78, due to an ambiguous typo in the original study.",Social,Offline,http://www1.ind.ku.dk/complexLearning/zachary1977.pdf,34.0,78.0
406.0,57574842bd3e93b53c695559,WebKB graphs (1998),"Web graphs crawled from four Computer Science departments in 1998, with each page manually classified into one of 7 categories: course, department, faculty, project, staff, student, or other. All graphs included in a single .zip; also included are 'co-citation' graphs, which links i and j if they both point to some k. Edge weights count the number of links from i to j.",Informational,Web graph,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3252,343.0,693.0
407.0,57574842bd3e93b53c695558,WebKB graphs (1998),"Web graphs crawled from four Computer Science departments in 1998, with each page manually classified into one of 7 categories: course, department, faculty, project, staff, student, or other. All graphs included in a single .zip; also included are 'co-citation' graphs, which links i and j if they both point to some k. Edge weights count the number of links from i to j.",Informational,Web graph,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3252,269.0,484.0
408.0,57574842bd3e93b53c695557,WebKB graphs (1998),"Web graphs crawled from four Computer Science departments in 1998, with each page manually classified into one of 7 categories: course, department, faculty, project, staff, student, or other. All graphs included in a single .zip; also included are 'co-citation' graphs, which links i and j if they both point to some k. Edge weights count the number of links from i to j.",Informational,Web graph,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3252,433.0,954.0
409.0,57574842bd3e93b53c695556,WebKB graphs (1998),"Web graphs crawled from four Computer Science departments in 1998, with each page manually classified into one of 7 categories: course, department, faculty, project, staff, student, or other. All graphs included in a single .zip; also included are 'co-citation' graphs, which links i and j if they both point to some k. Edge weights count the number of links from i to j.",Informational,Web graph,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3252,280.0,553.0
410.0,583d15578cf714f319c44acb,Global language network (2014),"A network of co-spoken languages. Nodes represents languages and two nodes are connected by an edge if they are likely to be co-spoken. Edges are derived from textual data. Those from book translations are directed, while those from twitter or wikipedia are undirected. Metadata includes language code, population of language speakers, co-occurrence, correlation, and t-statistic.",Informational,Language,http://www.pnas.org/content/111/52/E5616,247.0,415.0
411.0,583d15578cf714f319c44aca,Global language network (2014),"A network of co-spoken languages. Nodes represents languages and two nodes are connected by an edge if they are likely to be co-spoken. Edges are derived from textual data. Those from book translations are directed, while those from twitter or wikipedia are undirected. Metadata includes language code, population of language speakers, co-occurrence, correlation, and t-statistic.",Informational,Language,http://www.pnas.org/content/111/52/E5616,134.0,282.0
412.0,5886685ba411221d0e7c677e,Amazon pages (2012),"A small sample of web pages from Amazon.com and its sister companies. The manner in which this network was sampled is unclear, and the direction of the hyperlink has been discarded.",Informational,Web graph,http://link.springer.com/article/10.1140%2Fepjb%2Fe2011-20448-7?LI=true,2879.0,3886.0
413.0,58b0173aa411221d0e7c680d,Garfield's citation networks (2001),"Several networks of citations among scientific publications, extracted from the Web of Science database using the HistCite software, circa 2001 . Each network places a particular paper as a center. Edge direction (i,j) indicates that paper i cites paper j.",Informational,Citation,http://garfield.library.upenn.edu/papers/pittsburgh92001.pdf,207.0,777.0
414.0,5902c73762da632511870ff0,Centrality literature (1948-1979),"A network of citations among papers published on the subject of network centrality scores, between 1948 and 1979. Nodes are published papers and a directed edge (i,j) means that paper i cites paper j. Edge weight is 1 if it is a regular citation and 2 if it is a double citation. Metadata gives the year of publication for each node.",Informational,Citation,http://journals.sagepub.com/doi/abs/10.1177/107554709001100405,118.0,613.0
415.0,5922400c62da63251188d3ea,AIDS blogs (2005),"A directed network of hyperlinks among blogs related to AIDS, patients, and their support networks, collected by Gopal over a three-day period in August 2005. A directed edge (i,j) indicates a hyperlink from blog i to blog j.",Informational,Web graph,https://link.springer.com/chapter/10.1007/1-4020-5427-0_18,146.0,180.0
418.0,59a5da04549f067e0266d62a,AMiner citation network (2009),"Networks of citations among published papers chosen from AMiner, under 10 topics: (1) Data Mining, (2) Web Services, (3) Bayesian networks, (4) Web Mining, (5) Semantic Web, (6) Machine Learning, (7) Database Systems, (8) Information Retrieval, (9) Pattern Recognition, (10) Natural Language Systems. Metadata includes each paper's title and total citation count.",Informational,Citation,"J. Tang, et al. ""Social influence analysis in large-scale networks."" Proc 15th ACM SIGKDD Internat. Conf. Knowledge Discovery and Data Mining (2009)",63.0,80.0
419.0,59a5da04549f067e0266d629,AMiner citation network (2009),"Networks of citations among published papers chosen from AMiner, under 10 topics: (1) Data Mining, (2) Web Services, (3) Bayesian networks, (4) Web Mining, (5) Semantic Web, (6) Machine Learning, (7) Database Systems, (8) Information Retrieval, (9) Pattern Recognition, (10) Natural Language Systems. Metadata includes each paper's title and total citation count.",Informational,Citation,"J. Tang, et al. ""Social influence analysis in large-scale networks."" Proc 15th ACM SIGKDD Internat. Conf. Knowledge Discovery and Data Mining (2009)",122.0,314.0
422.0,59a5da04549f067e0266d626,AMiner citation network (2009),"Networks of citations among published papers chosen from AMiner, under 10 topics: (1) Data Mining, (2) Web Services, (3) Bayesian networks, (4) Web Mining, (5) Semantic Web, (6) Machine Learning, (7) Database Systems, (8) Information Retrieval, (9) Pattern Recognition, (10) Natural Language Systems. Metadata includes each paper's title and total citation count.",Informational,Citation,"J. Tang, et al. ""Social influence analysis in large-scale networks."" Proc 15th ACM SIGKDD Internat. Conf. Knowledge Discovery and Data Mining (2009)",69.0,84.0
423.0,595b1442549f067e0263b520,London Transport Network,"Multiplex network with 3 edge types representing links within the three layers of London train stations: Underground, Overground and DLR.",Transportation,Public Transport,http://www.pnas.org/content/early/2014/05/21/1318469111.abstract,369.0,430.0
424.0,58869b22a411221d0e7c6788,European airline network,"A multiplex network of airline routes among European airports, where each of the 37 edge types represents routes by a different airline.",Transportation,Airport,http://www.nature.com/srep/2013/130227/srep01344/full/srep01344.html,417.0,2953.0
425.0,57f1e78f8cf714f319c390a6,Euroroad network (2011),"A network of international ""E-roads,"" mostly in Europe. Vertices represent cities and edges represents roads. Metadata includes names of cities.",Transportation,Roads,http://wwwlovre.appspot.com/publications.jsp?show=bpa#bpa,1039.0,1305.0
427.0,57f1e9918cf714f319c390a8,FAA Preferred Routes (2010),"A network of air traffic routes, from the FAA (Federal Aviation Administration) National Flight Data Center (NFDC) preferred routes database (www.fly.faa.gov).  Date of extraction is prior to 2010. Nodes represent airports or service centers, and a directed edge is the preferred route between airport i and airport j.",Transportation,Airport,http://konect.uni-koblenz.de/networks/maayan-faa,1226.0,2408.0
428.0,594b42fa4ed8f1bb6022ae4d,Anaheim traffic network (1992),"A network representing traffic flow between intersections in Anaheim in 1992. Metadata includes capacity, length, free flow time power, speed, toll.",Transportation,Roads,http://www.bgu.ac.il/~bargera/tntp/,416.0,634.0
429.0,594b42e14ed8f1bb6022ae4b,Barcelona traffic (2016),"Networks representing traffic flow between intersections in Barcelona. Metadata includes capacity, length, free for, time power, speed, toll. Date of collection uncertain, but no later than 2016.",Transportation,Roads,http://www.bgu.ac.il/~bargera/tntp/,930.0,1798.0
430.0,59488c124ed8f1bb6022a8df,Berlin traffic (2005),"Six networks representing traffic flow between intersections in each of six areas of Berlin Germany, in 2005. Metadata includes capacity, length, free for, time power, speed, toll.",Transportation,Roads,http://pubsonline.informs.org/doi/abs/10.1287/opre.1040.0197,224.0,376.0
431.0,59488c124ed8f1bb6022a8de,Berlin traffic (2005),"Six networks representing traffic flow between intersections in each of six areas of Berlin Germany, in 2005. Metadata includes capacity, length, free for, time power, speed, toll.",Transportation,Roads,http://pubsonline.informs.org/doi/abs/10.1287/opre.1040.0197,397.0,644.0
432.0,59488c124ed8f1bb6022a8dd,Berlin traffic (2005),"Six networks representing traffic flow between intersections in each of six areas of Berlin Germany, in 2005. Metadata includes capacity, length, free for, time power, speed, toll.",Transportation,Roads,http://pubsonline.informs.org/doi/abs/10.1287/opre.1040.0197,974.0,1611.0
433.0,59488c124ed8f1bb6022a8dc,Berlin traffic (2005),"Six networks representing traffic flow between intersections in each of six areas of Berlin Germany, in 2005. Metadata includes capacity, length, free for, time power, speed, toll.",Transportation,Roads,http://pubsonline.informs.org/doi/abs/10.1287/opre.1040.0197,350.0,553.0
434.0,59488c124ed8f1bb6022a8db,Berlin traffic (2005),"Six networks representing traffic flow between intersections in each of six areas of Berlin Germany, in 2005. Metadata includes capacity, length, free for, time power, speed, toll.",Transportation,Roads,http://pubsonline.informs.org/doi/abs/10.1287/opre.1040.0197,359.0,595.0
435.0,594898cf4ed8f1bb6022a8f6,Terrassa traffic (2016),"A network representing traffic flow between intersections in Terrassa, Spain. Metadata includes capacity, length, free for, time power, speed, toll. Date of collection uncertain, but no later than 2016.",Transportation,Roads,http://www.bgu.ac.il/~bargera/tntp/,1603.0,2320.0
436.0,594b46354ed8f1bb6022ae5a,Winnipeg traffic (2016),"Two networks representing traffic flows between intersections in Winnipeg, Canada. Metadata includes capacity, length, free for, time power, speed, toll. Date of collection uncertain, but not later than 2016.",Transportation,Roads,http://www.bgu.ac.il/~bargera/tntp/,948.0,1384.0
437.0,594b46354ed8f1bb6022ae59,Winnipeg traffic (2016),"Two networks representing traffic flows between intersections in Winnipeg, Canada. Metadata includes capacity, length, free for, time power, speed, toll. Date of collection uncertain, but not later than 2016.",Transportation,Roads,http://www.bgu.ac.il/~bargera/tntp/,1040.0,1595.0
438.0,595b15bd549f067e0263b527,India bus routes (2016),"Networks representing bus routes in six major cities in India. Nodes represent bus stops, and an edge connects two stops that are consecutive on some bus route. Edge weight denotes the number of overlapping routes between that pair of nodes.",Transportation,Public Transport,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168478,1103.0,2149.0
439.0,595b15bd549f067e0263b526,India bus routes (2016),"Networks representing bus routes in six major cities in India. Nodes represent bus stops, and an edge connects two stops that are consecutive on some bus route. Edge weight denotes the number of overlapping routes between that pair of nodes.",Transportation,Public Transport,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168478,1009.0,1610.0
440.0,595b15bd549f067e0263b525,India bus routes (2016),"Networks representing bus routes in six major cities in India. Nodes represent bus stops, and an edge connects two stops that are consecutive on some bus route. Edge weight denotes the number of overlapping routes between that pair of nodes.",Transportation,Public Transport,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168478,1554.0,3599.0
441.0,595b15bd549f067e0263b524,India bus routes (2016),"Networks representing bus routes in six major cities in India. Nodes represent bus stops, and an edge connects two stops that are consecutive on some bus route. Edge weight denotes the number of overlapping routes between that pair of nodes.",Transportation,Public Transport,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168478,1087.0,2952.0
442.0,595b15bd549f067e0263b523,India bus routes (2016),"Networks representing bus routes in six major cities in India. Nodes represent bus stops, and an edge connects two stops that are consecutive on some bus route. Edge weight denotes the number of overlapping routes between that pair of nodes.",Transportation,Public Transport,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168478,519.0,877.0
443.0,595b15bd549f067e0263b522,India bus routes (2016),"Networks representing bus routes in six major cities in India. Nodes represent bus stops, and an edge connects two stops that are consecutive on some bus route. Edge weight denotes the number of overlapping routes between that pair of nodes.",Transportation,Public Transport,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168478,2266.0,3041.0
444.0,577ee40d58d31bd664bac0ef,"Faculty hiring networks (Comp. Sci., Business, History)","Three networks of faculty hiring in Computer Science Departments, Business Schools, and History Departments. Each node is a PhD-granting institution in the respective field, and a directed edge (i,j) indicates that a person received their PhD from node i and was tenure-track faculty at node j during time of collection (2011-2013). All data collected from faculty public rosters at the sampled institutions",Economic,Employment,http://advances.sciencemag.org/content/1/1/e1400005,206.0,2741.0
445.0,577ee40d58d31bd664bac0ee,"Faculty hiring networks (Comp. Sci., Business, History)","Three networks of faculty hiring in Computer Science Departments, Business Schools, and History Departments. Each node is a PhD-granting institution in the respective field, and a directed edge (i,j) indicates that a person received their PhD from node i and was tenure-track faculty at node j during time of collection (2011-2013). All data collected from faculty public rosters at the sampled institutions",Economic,Employment,http://advances.sciencemag.org/content/1/1/e1400005,113.0,2944.0
446.0,577ee40d58d31bd664bac0ed,"Faculty hiring networks (Comp. Sci., Business, History)","Three networks of faculty hiring in Computer Science Departments, Business Schools, and History Departments. Each node is a PhD-granting institution in the respective field, and a directed edge (i,j) indicates that a person received their PhD from node i and was tenure-track faculty at node j during time of collection (2011-2013). All data collected from faculty public rosters at the sampled institutions",Economic,Employment,http://advances.sciencemag.org/content/1/1/e1400005,145.0,2266.0
447.0,575aa410bd3e93b53c69562a,Atlas of Economic Complexity export network,"Two networks of economic products, where a pair of products are connected if they are exported at similar rates by the same countries. The data are a projection from a bipartite network of nations and the products they export. Edges weights represent a similarity score (called ""proximity""). Data based on UN Comtrade worldwide trade patterns. SITC network based on the Standard International Trade Classification and HS network based on the Harmonized Commodity Description and Coding System.",Economic,Trade,http://atlas.cid.harvard.edu/media/atlas/pdf/HarvardMIT_AtlasOfEconomicComplexity.pdf,866.0,2531.0
448.0,575aa410bd3e93b53c695629,Atlas of Economic Complexity export network,"Two networks of economic products, where a pair of products are connected if they are exported at similar rates by the same countries. The data are a projection from a bipartite network of nations and the products they export. Edges weights represent a similarity score (called ""proximity""). Data based on UN Comtrade worldwide trade patterns. SITC network based on the Standard International Trade Classification and HS network based on the Harmonized Commodity Description and Coding System.",Economic,Trade,http://atlas.cid.harvard.edu/media/atlas/pdf/HarvardMIT_AtlasOfEconomicComplexity.pdf,774.0,1778.0
449.0,5847088c8cf714f319c47aae,Amazon political books (2004),"Network of books on politics, available for purchase on Amazon.com. Nodes are books and two nodes are connected if they are frequently co-purchased with another, as indicated by the ""customers who bought this book also bought these other booksÛ feature on Amazon. Date of collection uncertain, but probably around 2004.",Economic,Commerce,http://www.orgnet.com/,105.0,441.0
450.0,5936021067ec90f1500d6599,"Dutch corporate boards (1976, 1996, 2001)","Networks of relations among board members of 250 corporations in the Netherlands, in 1976, 1996, and 2001. The ""board_interlocks"" networks give one-mode projection to firms, where each edge represents a board member that sits on two boards (and ""interlock""). The ""meetings"" networks give the one-mode projection to board members. Metadata includes each member's prefix, birth year, and role.",Economic,Governance,http://www.oapen.org/search?identifier=340121,180.0,945.0
451.0,5936021067ec90f1500d6597,"Dutch corporate boards (1976, 1996, 2001)","Networks of relations among board members of 250 corporations in the Netherlands, in 1976, 1996, and 2001. The ""board_interlocks"" networks give one-mode projection to firms, where each edge represents a board member that sits on two boards (and ""interlock""). The ""meetings"" networks give the one-mode projection to board members. Metadata includes each member's prefix, birth year, and role.",Economic,Governance,http://www.oapen.org/search?identifier=340121,194.0,774.0
452.0,5936021067ec90f1500d6595,"Dutch corporate boards (1976, 1996, 2001)","Networks of relations among board members of 250 corporations in the Netherlands, in 1976, 1996, and 2001. The ""board_interlocks"" networks give one-mode projection to firms, where each edge represents a board member that sits on two boards (and ""interlock""). The ""meetings"" networks give the one-mode projection to board members. Metadata includes each member's prefix, birth year, and role.",Economic,Governance,http://www.oapen.org/search?identifier=340121,137.0,481.0
454.0,58866954a411221d0e7c6782,"Javax, Java, Jung, AppEngine dependencies (2010)","Four networks representing software class dependencies among methods in the (i) javax, (ii) java, (iii) jung, and (iv) Google AppEngine frameworks. Nodes represent classes and a directed edge indicates a dependency of one class on another.",Technological,Software,https://arxiv.org/abs/1103.2596,96.0,179.0
455.0,58866954a411221d0e7c6781,"Javax, Java, Jung, AppEngine dependencies (2010)","Four networks representing software class dependencies among methods in the (i) javax, (ii) java, (iii) jung, and (iv) Google AppEngine frameworks. Nodes represent classes and a directed edge indicates a dependency of one class on another.",Technological,Software,https://arxiv.org/abs/1103.2596,435.0,1303.0
456.0,588f93d5a411221d0e7c6796,Java packages (various),Eight networks representing software dependencies among various kinds of java libraries. Nodes represent packages and a directed edge indicates a dependency of one package on another.,Technological,Software,https://arxiv.org/abs/1105.4276,105.0,292.0
457.0,588f93d5a411221d0e7c6795,Java packages (various),Eight networks representing software dependencies among various kinds of java libraries. Nodes represent packages and a directed edge indicates a dependency of one package on another.,Technological,Software,https://arxiv.org/abs/1105.4276,192.0,488.0
458.0,588f93d5a411221d0e7c6794,Java packages (various),Eight networks representing software dependencies among various kinds of java libraries. Nodes represent packages and a directed edge indicates a dependency of one package on another.,Technological,Software,https://arxiv.org/abs/1105.4276,228.0,491.0
